CID,Descriptor,Institution,Institution type,Course_Title,Local_Course_ID,Approval date,COR effective term,GI01,CB00,Last_Updated
MATH 230,Multivariable Calculus,Rio Hondo College,California Community College,Calculus III,MATH250,2023-09-01,Fall 2015,881,CCC000399876,2023-10-07
MATH 250,Introduction to Linear Algebra,Rio Hondo College,California Community College,Linear Algebra,MATH260,2023-09-01,Fall 2015,881,CCC000399186,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Grossmont College,California Community College,Analytic Geometry and Calculus I,MATH180,2023-09-01,Spring 2013,022,CCC000055499,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Cypress College,California Community College,Calculus II,MATH150BC,2023-09-01,Fall 2012,861,CCC000251386,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Shasta College,California Community College,Calculus 3B,MATH3B,2023-09-01,Fall 2014,171,CCC000357651,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Shasta College,California Community College,Calculus 3B,MATH3B,2023-09-01,Fall 2014,171,CCC000552027,2023-10-07
MATH 230,Multivariable Calculus,Cosumnes River College,California Community College,Calculus III,MATH402,2023-09-01,Summer 2015,232,CCC000170443,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra,Sierra College,California Community College,Differential Equations and Linear Algebra,MATH33,2023-09-01,Summer 2015,271,CCC000156817,2023-10-07
MATH 250,Introduction to Linear Algebra,Diablo Valley College,California Community College,Linear Algebra,MATH194,2023-09-01,Fall 2015,312,CCC000052580,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,City College of San Francisco,California Community College,Calculus II + Calculus I,MATH110B,2023-09-01,Summer 2011,361,CCC000376234,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,City College of San Francisco,California Community College,Calculus II + Calculus I,MATH110B,2023-09-01,Summer 2011,361,CCC000576042,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,City College of San Francisco,California Community College,Calculus II + Calculus I,MATH110A,2023-09-01,Summer 2011,361,CCC000382497,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,City College of San Francisco,California Community College,Calculus II + Calculus I,MATH110A,2023-09-01,Summer 2011,361,CCC000576383,2023-10-07
MATH 250,Introduction to Linear Algebra,Canada College,California Community College,Linear Algebra,MATH270,2023-09-01,Spring 2015,371,CCC000165674,2023-10-07
MATH 250,Introduction to Linear Algebra,Chabot College,California Community College,Elementary Linear Algebra,MTH6,2023-09-01,Fall 2015,482,CCC000439923,2023-10-07
MATH 250,Introduction to Linear Algebra,Chabot College,California Community College,Elementary Linear Algebra,MTH6,2023-09-01,Fall 2015,482,CCC000356742,2023-10-07
MATH 230,Multivariable Calculus,American River College,California Community College,Calculus III,MATH402,2023-09-01,Summer 2017,231,CCC000254568,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Moorpark College,California Community College,Honors: Calculus with Analytic Geometry I + Calculus with Analytic Geometry II,MATHM25AH,2023-09-01,Spring 2010 + Spring 2015,681,CCC000426907,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Moorpark College,California Community College,Honors: Calculus with Analytic Geometry I + Calculus with Analytic Geometry II,MATHM25B,2023-09-01,Spring 2010 + Spring 2015,681,CCC000434818,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Cerritos College,California Community College,Analytic Geometry and Calculus II,MATH190,2023-09-01,Fall 2015,811,CCC000391816,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,West Los Angeles College,California Community College,CALCULUS II,MATH262,2023-09-01,Summer 2015,749,CCC000070086,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Monterey Peninsula College,California Community College,Calculus with Analytic Geometry II,MATH20B,2023-09-01,Fall 2015,461,CCC000258856,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Monterey Peninsula College,California Community College,Calculus with Analytic Geometry II,MATH20B,2023-09-01,Fall 2015,461,CCC000566619,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Palomar College,California Community College,"Calculus with Analytic Geometry, Second Course",MATH141,2023-09-01,Fall 2013,061,CCC000234303,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,East Los Angeles College,California Community College,Calculus II,MATH262,2023-09-01,Spring 2015,748,CCC000405780,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Saddleback College,California Community College,Analytic Geometry and Calculus,MATH3B,2023-09-01,Spring 2013,891,CCC000396528,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Napa Valley College,California Community College,Calculus II,MATH121,2023-09-01,Fall 2013,241,CCC000325281,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Napa Valley College,California Community College,Calculus II,MATH121,2023-09-01,Fall 2013,241,CCC000522977,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Santiago Canyon College,California Community College,Honors Single Variable and Calculus I,MATH180H,2023-09-01,Fall 2012,873,CCC000037246,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Chaffey College,California Community College,Calculus I,MATH65A,2023-09-01,Fall 2013,921,CCC000401127,2023-10-07
MATH 230,Multivariable Calculus,Santiago Canyon College,California Community College,Intermediate Calculus,MATH280,2023-09-01,Fall 2012,873,CCC000083782,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,West Valley College,California Community College,Calculus and Analytical Geometry,MATH003B,2023-09-01,Spring 2012,493,CCC000297248,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,West Valley College,California Community College,Calculus and Analytical Geometry,MATH003A,2023-09-01,Spring 2012,493,CCC000258760,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,College of San Mateo,California Community College,Calculus with Analytic Geometry I,MATH251,2023-09-01,Fall 2012,372,CCC000164515,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Chaffey College,California Community College,Calculus II,MATH65B,2023-09-01,Fall 2013,921,CCC000385998,2023-10-07
MATH 250,Introduction to Linear Algebra,American River College,California Community College,Introduction to Linear Algebra,MATH410,2023-09-01,Summer 2014,231,CCC000318292,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Moorpark College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry I,MATHM25B,2023-09-01,Spring 2010 + Spring 2015,681,CCC000434818,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Moorpark College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry I,MATHM25A,2023-09-01,Spring 2010 + Spring 2015,681,CCC000428988,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Golden West College,California Community College,Calculus 2,MATHG185,2023-09-01,Fall 2009,832,CCC000278141,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Golden West College,California Community College,Calculus 1,MATHG180,2023-09-01,Spring 2009,832,CCC000157052,2023-10-07
MATH 151,College Algebra for STEM,Palomar College,California Community College,College Algebra,MATH110,2023-09-01,Fall 2013,061,CCC000217945,2023-10-07
MATH 230,Multivariable Calculus,Cypress College,California Community College,Multivariable Calculus,MATH250AC,2023-09-01,Fall 2015,861,CCC000206739,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH171,2023-09-01,Fall 2013 + Spring 2013,592,CCC000316433,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH171,2023-09-01,Fall 2013 + Spring 2013,592,CCC000573308,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH171,2023-09-01,Fall 2013 + Spring 2013,592,CCC000619923,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH172,2023-09-01,Fall 2013 + Spring 2013,592,CCC000283866,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH172,2023-09-01,Fall 2013 + Spring 2013,592,CCC000573309,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Cypress College,California Community College,Calculus I + Calculus II,MATH150AC,2023-09-01,Fall 2014,861,CCC000243407,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Cypress College,California Community College,Calculus I + Calculus II,MATH150BC,2023-09-01,Fall 2014,861,CCC000251386,2023-10-07
MATH 230,Multivariable Calculus,Mendocino College,California Community College,Calculus and Analytic Geometry III,MTH212,2023-09-01,Fall 2015,141,CCC000504453,2023-10-07
MATH 230,Multivariable Calculus,Mendocino College,California Community College,Calculus and Analytic Geometry III,MTH212,2023-09-01,Fall 2015,141,CCC000100819,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus + Multivariable Calculus,Moreno Valley College,California Community College,Calculus III + Calculus III + Calculus III,MAT1C,2023-09-01,Summer 2013,962,CCC000520603,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus + Multivariable Calculus,Riverside City College,California Community College,Calculus III + Calculus III + Calculus III,MAT1C,2023-09-01,Summer 2013,961,CCC000209191,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus + Multivariable Calculus,Norco College,California Community College,Calculus III + Calculus III + Calculus III,MAT1C,2023-09-01,Summer 2013,963,CCC000519840,2023-10-07
MATH 250,Introduction to Linear Algebra,Grossmont College,California Community College,Linear Algebra,MATH284,2023-09-01,Spring 2013,022,CCC000323633,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Yuba College,California Community College,Single Variable Calculus I - Early Transcendentals,MATH1A,2023-09-01,Fall 2015,291,CCC000293667,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Yuba College,California Community College,Single Variable Calculus I - Early Transcendentals,MATH1A,2023-09-01,Fall 2015,291,CCC000535559,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Yuba College,California Community College,Single Variable Calculus I - Early Transcendentals,MATH1A,2023-09-01,Fall 2015,291,CCC000569258,2023-10-07
MATH 240,Ordinary Differential Equations,West Valley College,California Community College,Differential Equations,MATH004B,2023-09-01,Spring 2010,493,CCC000247441,2023-10-07
MATH 240,Ordinary Differential Equations,Diablo Valley College,California Community College,Differential Equations,MATH294,2023-09-01,Fall 2015,312,CCC000231945,2023-10-07
MATH 240,Ordinary Differential Equations,Diablo Valley College,California Community College,Differential Equations,MATH294,2023-09-01,Fall 2015,312,CCC000535987,2023-10-07
MATH 240,Ordinary Differential Equations,Gavilan College,California Community College,Differential Equations,MATH2C,2023-09-01,Spring 2015,441,CCC000215283,2023-10-07
MATH 240,Ordinary Differential Equations,Canada College,California Community College,Ordinary Differential Equations,MATH275,2023-09-01,Spring 2015,371,CCC000151960,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Santiago Canyon College,California Community College,Introduction to Linear Algebra and Differential Equations + Introduction to Linear Algebra and Differential Equations,MATH287,2023-09-01,Fall 2015 + Fall 2013,873,CCC000506260,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Cosumnes River College,California Community College,Calculus I,MATH400,2023-09-01,Summer 2015,232,CCC000248280,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Bakersfield College,California Community College,Analytic Geometry and Calculus II,MATHB6B,2023-09-01,Summer 2015,521,CCC000335223,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Glendale Community College,California Community College,Honors Calculus and Analytic Geometry,MATH104H,2023-09-01,Spring 2015,731,CCC000408149,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Glendale Community College,California Community College,Honors Calculus and Analytic Geometry,MATH104H,2023-09-01,Spring 2015,731,CCC000601152,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,College of the Canyons,California Community College,Calculus I,MATH211,2023-09-01,Fall 2015,661,CCC000246213,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,College of the Canyons,California Community College,Calculus II,MATH212,2023-09-01,Fall 2012,661,CCC000187972,2023-10-07
MATH 160,Discrete Math,Cuyamaca College,California Community College,Discrete Mathematics,MATH245,2023-09-01,Fall 2014,021,CCC000242608,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,MiraCosta College,California Community College,Calculus and Analytic Geometry I (Honors),MATH150H,2023-09-01,Fall 2015,051,CCC000532777,2023-10-07
