CID,Descriptor,Institution,Institution type,Course_Title,Local_Course_ID,Approval date,COR effective term,GI01,CB00,Last_Updated
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Oxnard College,California Community College,Linear Algebra + Differential Equations,MATHR134,2023-09-01,Fall 2013,682,CCC000536686,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Oxnard College,California Community College,Linear Algebra + Differential Equations,MATHR143,2023-09-01,Fall 2013,682,CCC000542119,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Fullerton College,California Community College,Calculus I,MATH150AF,2023-09-01,Fall 2015,862,CCC000328366,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Oxnard College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry I,MATHR121,2023-09-01,Fall 2013,682,CCC000291195,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Oxnard College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry I,MATHR120,2023-09-01,Fall 2013,682,CCC000060753,2023-10-07
MATH 230,Multivariable Calculus,Mission College,California Community College,Multivariable Calculus,MAT004A,2023-09-01,Spring 2016,492,CCC000034519,2023-10-07
MATH 230,Multivariable Calculus,Mission College,California Community College,Multivariable Calculus,MAT004A,2023-09-01,Spring 2016,492,CCC000625976,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Fullerton College,California Community College,Honors Calculus I,MATH150HF,2023-09-01,Fall 2015,862,CCC000542748,2023-10-07
MATH 240,Ordinary Differential Equations,Fullerton College,California Community College,Ordinary Differential Equations,MATH260F,2023-09-01,Fall 2016,862,CCC000569054,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Porterville College,California Community College,Calculus 2 w/Analytic Geometry,MATHP104,2023-09-01,Summer 2017,523,CCC000255349,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Porterville College,California Community College,Calculus 2 w/Analytic Geometry,MATHP104,2023-09-01,Summer 2017,523,CCC000556783,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus,Foothill College,California Community College,Calculus + Calculus,MATH1D,2023-09-01,Summer 2016 + Spring 2015,422,CCC000179267,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus,Foothill College,California Community College,Calculus + Calculus,MATH1C,2023-09-01,Summer 2016 + Spring 2015,422,CCC000184880,2023-10-07
MATH 851,Trigonometry,Reedley College,California Community College,Trigonometry,MATH4A,2023-09-01,Fall 2016,572,CCC000325855,2023-10-07
MATH 851,Trigonometry,Reedley College,California Community College,Trigonometry,MATH4A,2023-09-01,Fall 2016,572,CCC000514120,2023-10-07
MATH 851,Trigonometry,Shasta College,California Community College,Plane Trigonometry,MATH10,2023-09-01,Spring 2016,171,CCC000357749,2023-10-07
MATH 240,Ordinary Differential Equations,Imperial Valley College,California Community College,Elementary Differntial Equations,MATH220,2023-09-01,Fall 2019,031,CCC000201753,2023-10-07
MATH 240,Ordinary Differential Equations,Los Angeles City College,California Community College,Ordinary Differential Equations,MATH275,2023-09-01,Spring 2016,741,CCC000383902,2023-10-07
MATH 230,Multivariable Calculus,Ventura College,California Community College,Multivariable Calculus,MATHV21C,2023-09-01,Fall 2017,683,CCC000383456,2023-10-07
MATH 240,Ordinary Differential Equations,Antelope Valley College,California Community College,Introduction to Ordinary Differential Equations,MATH230,2023-09-01,Fall 2016,621,CCC000268094,2023-10-07
MATH 240,Ordinary Differential Equations,Antelope Valley College,California Community College,Introduction to Ordinary Differential Equations,MATH230,2023-09-01,Fall 2016,621,CCC000566653,2023-10-07
MATH 160,Discrete Math,Fullerton College,California Community College,Discrete Structures,MATH170F,2023-09-01,Spring 2010,862,NA,2023-10-07
MATH 250,Introduction to Linear Algebra,Fullerton College,California Community College,Linear Algebra,MATH255F,2023-09-01,Fall 2016,862,NA,2023-10-07
MATH 230,Multivariable Calculus,Hartnell College,California Community College,Analytical Geometry and Calculus III,MAT3C,2023-09-01,Spring 2016,451,CCC000123028,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Monterey Peninsula College,California Community College,Calculus with Analytic Geometry II,MATH20B,2023-09-01,Fall 2016,461,CCC000258856,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Monterey Peninsula College,California Community College,Calculus with Analytic Geometry II,MATH20B,2023-09-01,Fall 2016,461,CCC000566619,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Monterey Peninsula College,California Community College,Calculus with Analytic Geometry I,MATH20A,2023-09-01,Fall 2016,461,CCC000314797,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Monterey Peninsula College,California Community College,Calculus with Analytic Geometry I,MATH20A,2023-09-01,Fall 2016,461,CCC000566620,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Cuesta College,California Community College,Calculus II,MATH265B,2023-09-01,Spring 2016,641,CCC000177018,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Skyline College,California Community College,Calculus with Analytic Geometry I + Calculus with Analytic Geometry II,MATH251,2023-09-01,Fall 2017,373,CCC000378113,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Skyline College,California Community College,Calculus with Analytic Geometry I + Calculus with Analytic Geometry II,MATH252,2023-09-01,Fall 2017,373,CCC000374883,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Golden West College,California Community College,Calculus 2 + Calculus 1,MATHG185,2023-09-01,Fall 2016,832,CCC000278141,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Golden West College,California Community College,Calculus 2 + Calculus 1,MATHG180,2023-09-01,Fall 2016,832,CCC000157052,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Cerritos College,California Community College,ANALYTIC GEOMETRY AND CALCULUS I,MATH170,2023-09-01,Fall 2016,811,CCC000405615,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Porterville College,California Community College,Calculus I w/Analytic Geometry,MATHP103,2023-09-01,Summer 2016,523,CCC000265217,2023-10-07
MATH 230,Multivariable Calculus,Los Angeles Mission College,California Community College,Calculus with Analytic Geometry III,MATH267,2023-09-01,Spring 2017,743,CCC000419219,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Merritt College,California Community College,Calculus I,MATH3A,2023-09-01,Fall 2015,344,CCC000360280,2023-10-07
MATH 230,Multivariable Calculus,Merritt College,California Community College,Calculus III,MATH3C,2023-09-01,Spring 2015,344,CCC000354426,2023-10-07
MATH 230,Multivariable Calculus,Los Angeles Valley College,California Community College,Calculus with Analytic Geometry III,MATH267,2023-09-01,Spring 2016,747,CCC000393671,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Los Angeles Valley College,California Community College,Calculus With Analytic Geometry II,MATH266,2023-09-01,Fall 2015,747,CCC000383429,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Los Angeles Valley College,California Community College,Calculus With Analytic Geometry I,MATH265,2023-09-01,Fall 2015,747,CCC000416314,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Mission College,California Community College,Analytic Geometry and Calculus II,MAT003B,2023-09-01,Spring 2016,492,CCC000104781,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Sierra College,California Community College,ANALYTICAL GEOMETRY AND CALCULUS I,MATH30,2023-09-01,Spring 2016,271,CCC000327255,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Sierra College,California Community College,ANALYTICAL GEOMETRY AND CALCULUS I,MATH30,2023-09-01,Spring 2016,271,CCC000555885,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Sierra College,California Community College,Analytical Geometry and Calculus I + Analytical Geometry and Calculus II,MATH30,2023-09-01,Spring 2016 + Fall 2015,271,CCC000327255,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Sierra College,California Community College,Analytical Geometry and Calculus I + Analytical Geometry and Calculus II,MATH30,2023-09-01,Spring 2016 + Fall 2015,271,CCC000555885,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Sierra College,California Community College,Analytical Geometry and Calculus I + Analytical Geometry and Calculus II,MATH31,2023-09-01,Spring 2016 + Fall 2015,271,CCC000251463,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Sierra College,California Community College,Analytical Geometry and Calculus I + Analytical Geometry and Calculus II,MATH31,2023-09-01,Spring 2016 + Fall 2015,271,CCC000555891,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Skyline College,California Community College,Calculus with Analytic Geometry II,MATH252,2023-09-01,Fall 2017,373,CCC000374883,2023-10-07
MATH 230,Multivariable Calculus,Cerritos College,California Community College,Calculus III,MATH225,2023-09-01,Spring 2016,811,CCC000571457,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Los Angeles Mission College,California Community College,Calculus with Analytic Geometry II,MATH266,2023-09-01,Spring 2016,743,CCC000395825,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Los Angeles Mission College,California Community College,Calculus with Analytic Geometry I,MATH265,2023-09-01,Spring 2016,743,CCC000415544,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Cuyamaca College,California Community College,Analytic Geometry and Calculus II,MATH280,2023-09-01,Fall 2016,021,CCC000016611,2023-10-07
MATH 230,Multivariable Calculus,Moorpark College,California Community College,Calculus with Analytic Geometry III,MATHM25C,2023-09-01,Fall 2015,681,CCC000431268,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Clovis Community College,California Community College,Math Analysis I,MATH5A,2023-09-01,Fall 2016,576,CCC000563203,2023-10-07
MATH 230,Multivariable Calculus,Clovis Community College,California Community College,Math Analysis III,MATH6,2023-09-01,Fall 2016,576,CCC000563085,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Columbia College,California Community College,Calculus II + Calculus I,MATH18B,2023-09-01,Summer 2016,591,CCC000021217,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Columbia College,California Community College,Calculus II + Calculus I,MATH18A,2023-09-01,Summer 2016,591,CCC000042022,2023-10-07
MATH 250,Introduction to Linear Algebra,Sacramento City College,California Community College,Introduction to Linear Algebra,MATH410,2023-09-01,Summer 2016,233,CCC000236323,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Cuesta College,California Community College,Trigonometry with Geometric Functions + PreCalculus Algebra,MATH231,2023-09-01,Fall 2016 + Spring 2016,641,CCC000048310,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Cuesta College,California Community College,Trigonometry with Geometric Functions + PreCalculus Algebra,MATH242,2023-09-01,Fall 2016 + Spring 2016,641,CCC000122715,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Cuesta College,California Community College,Trigonometry + PreCalculus Algebra,MATH229,2023-09-01,Fall 2013 + Fall 2016,641,CCC000152736,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Cuesta College,California Community College,Trigonometry + PreCalculus Algebra,MATH229,2023-09-01,Fall 2013 + Fall 2016,641,CCC000536061,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Cuesta College,California Community College,Trigonometry + PreCalculus Algebra,MATH242,2023-09-01,Fall 2013 + Fall 2016,641,CCC000122715,2023-10-07
MATH 851,Trigonometry,Rio Hondo College,California Community College,Plane Trigonometry,MATH175,2023-09-01,Fall 2016,881,CCC000389626,2023-10-07
MATH 155,Precalculus,Canada College,California Community College,Pre-Calculus College Algebra/Trignometry,MATH222,2023-09-01,Fall 2016,371,CCC000518524,2023-10-07
MATH 250,Introduction to Linear Algebra,San Bernardino Valley College,California Community College,Linear Algebra,MATH265,2023-09-01,Fall 2016,982,CCC000431092,2023-10-07
MATH 250,Introduction to Linear Algebra,San Bernardino Valley College,California Community College,Linear Algebra,MATH265,2023-09-01,Fall 2016,982,CCC000525390,2023-10-07
MATH 851,Trigonometry,Moorpark College,California Community College,Trigonometry,MATHM06,2023-09-01,Spring 2016,681,CCC000433537,2023-10-07
MATH 851,Trigonometry,Cuesta College,California Community College,Trigonometry with Geometric Foundations,MATH231,2023-09-01,Fall 2016,641,CCC000048310,2023-10-07
MATH 851,Trigonometry,Irvine Valley College,California Community College,Trigonometry,MATH124,2023-09-01,Fall 2016,892,CCC000414940,2023-10-07
MATH 851,Trigonometry,Irvine Valley College,California Community College,Trigonometry,MATH124,2023-09-01,Fall 2016,892,CCC000572742,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Cuesta College,California Community College,Calculus II + Calculus I,MATH265B,2023-09-01,Spring 2016 + Spring 2014,641,CCC000177018,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Cuesta College,California Community College,Calculus II + Calculus I,MATH265A,2023-09-01,Spring 2016 + Spring 2014,641,CCC000172355,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Shasta College,California Community College,Precalculus College Algebra + Precalculus Trigonometry,MATH2A,2023-09-01,Spring 2014 + Spring 2016,171,CCC000551688,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Shasta College,California Community College,Precalculus College Algebra + Precalculus Trigonometry,MATH2B,2023-09-01,Spring 2014 + Spring 2016,171,CCC000551689,2023-10-07
MATH 955,Precalculus & Trigonometry,Canada College,California Community College,Fast Track to Calculus,MATH225,2023-09-01,Fall 2015,371,CCC000567990,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Reedley College,California Community College,Precalculus + Trigonometry,MATH4B,2023-09-01,Fall 2016,572,CCC000301848,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Reedley College,California Community College,Precalculus + Trigonometry,MATH4B,2023-09-01,Fall 2016,572,CCC000514121,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Reedley College,California Community College,Precalculus + Trigonometry,MATH4A,2023-09-01,Fall 2016,572,CCC000325855,2023-10-07
MATH 955,Precalculus & Trigonometry + Precalculus & Trigonometry,Reedley College,California Community College,Precalculus + Trigonometry,MATH4A,2023-09-01,Fall 2016,572,CCC000514120,2023-10-07
MATH 851,Trigonometry,Canada College,California Community College,Analytical Trigonometry,MATH130,2023-09-01,Fall 2014,371,CCC000042052,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH171,2023-09-01,Spring 2017,592,CCC000316433,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH171,2023-09-01,Spring 2017,592,CCC000573308,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH171,2023-09-01,Spring 2017,592,CCC000619923,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH172,2023-09-01,Spring 2017,592,CCC000283866,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Modesto Junior College,California Community College,Calculus: First Course + Calculus: Second Course,MATH172,2023-09-01,Spring 2017,592,CCC000573309,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Modesto Junior College,California Community College,Calculus: First Course,MATH171,2023-09-01,Spring 2017,592,CCC000316433,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Modesto Junior College,California Community College,Calculus: First Course,MATH171,2023-09-01,Spring 2017,592,CCC000573308,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Modesto Junior College,California Community College,Calculus: First Course,MATH171,2023-09-01,Spring 2017,592,CCC000619923,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Yuba College,California Community College,Single Variable Calculus I - Early Transcendentals,MATH1A,2023-09-01,Fall 2016,291,CCC000293667,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Yuba College,California Community College,Single Variable Calculus I - Early Transcendentals,MATH1A,2023-09-01,Fall 2016,291,CCC000535559,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Yuba College,California Community College,Single Variable Calculus I - Early Transcendentals,MATH1A,2023-09-01,Fall 2016,291,CCC000569258,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS + Calculus - HONORS,MATH1AH,2023-09-01,Fall 2016,421,CCC000569382,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS + Calculus - HONORS,MATH1CH,2023-09-01,Fall 2016,421,CCC000569384,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS + Calculus - HONORS,MATH1BH,2023-09-01,Fall 2016,421,CCC000569383,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Modesto Junior College,California Community College,Calculus: Second Course,MATH172,2023-09-01,Spring 2017,592,CCC000283866,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Modesto Junior College,California Community College,Calculus: Second Course,MATH172,2023-09-01,Spring 2017,592,CCC000573309,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,College of the Siskiyous,California Community College,Calculus and Analytic Geometry II,MATH1500,2023-09-01,Fall 2016,181,CCC000369814,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,College of the Siskiyous,California Community College,Calculus and Analytic Geometry II,MATH1500,2023-09-01,Fall 2016,181,CCC000569067,2023-10-07
MATH 160,Discrete Math,Los Medanos College,California Community College,Discrete Math,MATH160,2023-09-01,Spring 2016,313,CCC000548014,2023-10-07
MATH 230,Multivariable Calculus,Modesto Junior College,California Community College,CALCULUS: THIRD COURSE,MATH173,2023-09-01,Spring 2017,592,CCC000315970,2023-10-07
MATH 230,Multivariable Calculus,Modesto Junior College,California Community College,CALCULUS: THIRD COURSE,MATH173,2023-09-01,Spring 2017,592,CCC000573310,2023-10-07
MATH 230,Multivariable Calculus,Modesto Junior College,California Community College,CALCULUS: THIRD COURSE,MATH173,2023-09-01,Spring 2017,592,CCC000619924,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Glendale Community College,California Community College,Honors Calculus and Analytic Geometry,MATH103H,2023-09-01,Fall 2016,731,CCC000416680,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Glendale Community College,California Community College,Honors Calculus and Analytic Geometry,MATH103H,2023-09-01,Fall 2016,731,CCC000583865,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Cuyamaca College,California Community College,Analytic Geometry and Calculus II + Analytic Geometry and Calculus I,MATH280,2023-09-01,Fall 2015 + Fall 2016,021,CCC000016611,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Cuyamaca College,California Community College,Analytic Geometry and Calculus II + Analytic Geometry and Calculus I,MATH180,2023-09-01,Fall 2015 + Fall 2016,021,CCC000056676,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,San Bernardino Valley College,California Community College,Single Variable Calculus II,MATH251,2023-09-01,Fall 2016,982,CCC000429136,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,San Bernardino Valley College,California Community College,Single Variable Calculus II,MATH251,2023-09-01,Fall 2016,982,CCC000430358,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Diego Mesa College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH151,2023-09-01,Fall 2016,072,CCC000164532,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Diego City College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH151,2023-09-01,Fall 2016,071,CCC000034756,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Diego Miramar College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH151,2023-09-01,Fall 2016,073,CCC000379038,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Diego Mesa College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH150,2023-09-01,Fall 2016,072,CCC000009789,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Diego City College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH150,2023-09-01,Fall 2016,071,CCC000152101,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Diego Miramar College,California Community College,Calculus with Analytic Geometry II + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry II + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH150,2023-09-01,Fall 2016,073,CCC000357873,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Los Angeles Trade Technical College,California Community College,Calculus with Analytic Geometry I,MATH265,2023-09-01,Fall 2017,746,CCC000234056,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals + Single Variable Calculus I Early Transcendentals + Single Variable Calculus I Early Transcendentals,San Diego Mesa College,California Community College,Calculus with Analytic Geometry I + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH150,2023-09-01,Fall 2016,072,CCC000009789,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals + Single Variable Calculus I Early Transcendentals + Single Variable Calculus I Early Transcendentals,San Diego Miramar College,California Community College,Calculus with Analytic Geometry I + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH150,2023-09-01,Fall 2016,073,CCC000357873,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals + Single Variable Calculus I Early Transcendentals + Single Variable Calculus I Early Transcendentals,San Diego City College,California Community College,Calculus with Analytic Geometry I + Calculus with Analytic Geometry I + Calculus with Analytic Geometry I,MATH150,2023-09-01,Fall 2016,071,CCC000152101,2023-10-07
MATH 160,Discrete Math,College of San Mateo,California Community College,Discrete Mathematics,MATH268,2023-09-01,Fall 2016,372,CCC000093699,2023-10-07
MATH 250,Introduction to Linear Algebra,Mission College,California Community College,Linear Algebra,MAT004C,2023-09-01,Spring 2016,492,CCC000265566,2023-10-07
MATH 151,College Algebra for STEM,Oxnard College,California Community College,College Algebra,MATHR115,2023-09-01,Fall 2015,682,CCC000087093,2023-10-07
MATH 151,College Algebra for STEM,Oxnard College,California Community College,College Algebra,MATHR115,2023-09-01,Fall 2015,682,CCC000563142,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Rio Hondo College,California Community College,Calculus II,MATH191,2023-09-01,Fall 2016,881,CCC000384221,2023-10-07
MATH 851,Trigonometry,Cuesta College,California Community College,Trigonometry,MATH229,2023-09-01,Fall 2016,641,CCC000152736,2023-10-07
MATH 851,Trigonometry,Cuesta College,California Community College,Trigonometry,MATH229,2023-09-01,Fall 2016,641,CCC000536061,2023-10-07
MATH 230,Multivariable Calculus,Porterville College,California Community College,Calculus 3 with Analytic Geometry,MATHP205,2023-09-01,Summer 2016,523,CCC000268481,2023-10-07
MATH 230,Multivariable Calculus,Porterville College,California Community College,Calculus 3 with Analytic Geometry,MATHP205,2023-09-01,Summer 2016,523,CCC000556781,2023-10-07
MATH 250,Introduction to Linear Algebra,Imperial Valley College,California Community College,Introduction to Linear Algebra with Applications,MATH230,2023-09-01,Fall 2019,031,CCC000337280,2023-10-07
MATH 230,Multivariable Calculus,Imperial Valley College,California Community College,Multivariable Calculus,MATH210,2023-09-01,Fall 2019,031,CCC000279478,2023-10-07
MATH 230,Multivariable Calculus,Imperial Valley College,California Community College,Multivariable Calculus,MATH210,2023-09-01,Fall 2019,031,CCC000571689,2023-10-07
MATH 230,Multivariable Calculus,Laney College,California Community College,Calculus III,MATH3C,2023-09-01,Summer 2016,343,CCC000363241,2023-10-07
MATH 250,Introduction to Linear Algebra,Los Angeles City College,California Community College,LINEAR ALGEBRA,MATH270,2023-09-01,Spring 2016,741,CCC000385559,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Santa Monica College,California Community College,Calculus 1,MATH7,2023-09-01,Summer 2016,781,CCC000407259,2023-10-07
MATH 851,Trigonometry,Las Positas College,California Community College,Trigonometry,MATH39,2023-09-01,Fall 2018,481,CCC000569950,2023-10-07
MATH 851,Trigonometry,Modesto Junior College,California Community College,TRIGONOMETRY,MATH161,2023-09-01,Spring 2017,592,CCC000573306,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,San Bernardino Valley College,California Community College,Linear Algebra + Ordinary Differential Equations,MATH265,2023-09-01,Fall 2016,982,CCC000431092,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,San Bernardino Valley College,California Community College,Linear Algebra + Ordinary Differential Equations,MATH265,2023-09-01,Fall 2016,982,CCC000525390,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,San Bernardino Valley College,California Community College,Linear Algebra + Ordinary Differential Equations,MATH266,2023-09-01,Fall 2016,982,CCC000432390,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,San Bernardino Valley College,California Community College,Linear Algebra + Ordinary Differential Equations,MATH266,2023-09-01,Fall 2016,982,CCC000525396,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Santa Monica College,California Community College,Calculus 2,MATH8,2023-09-01,Summer 2016,781,CCC000410536,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Los Angeles City College,California Community College,CALCULUS II + Calculus 1,MATH262,2023-09-01,Fall 2016 + Spring 2016,741,CCC000390734,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Los Angeles City College,California Community College,CALCULUS II + Calculus 1,MATH261,2023-09-01,Fall 2016 + Spring 2016,741,CCC000425399,2023-10-07
